url,name,type,main_location,description,price,feats,neighborhood,antiquity,built_area,privated_area,interiors,exteriors,common_zones,of_the_sector
https://www.metrocuadrado.com/inmueble/venta-apartamento-bucaramanga-urbanizacian-portal-del-cacique-3-habitaciones-2-banos-2-garajes/12693-M4662978,"Apartamento en Venta, El Tejar",Inmueble,Bucaramanga,Apartamento en Venta en Condominio Germania Barrio El Tejar Comuna Lagos del Cacique Bucaramanga,$520.000.000,"['Código inmueble\n12693-M4662978', 'Barrio común\nEl Tejar', 'Precio\n$520.000.000', 'Antigüedad\nEntre 5 y 10 años', 'Área construida\n97 m²', 'Área privada\n97 m²', 'Valor administración\n$365.000', 'Parqueaderos\n2', '3\nHabitaciones', '2\nBaños', '5\nEstrato']",El Tejar,Entre 5 y 10 años,97 m²,97 m²,"Piso 14 , ",,,
https://www.metrocuadrado.com/inmueble/venta-apartamento-santa-marta-centro-historico-2-habitaciones-2-banos-1-garajes/12633-M4434876,"Apartamento en Venta, EL RODADERO",Inmueble,Santa Marta,"ESPECTACULARES APARTAMENTOS PARA TURISMO, VENTA Y ARRIENDO AMOBLADOS FRENTE AL MAR! Se comercializa propiedad ubicada en el piso 12, cuenta con 2 habitaciones, 2 baños, 1 sala de estar y sala comedor principal con balcón, 1 parqueadero , 1 bodega, cocina integral y zona de ropas. Para TURISMO brindamos servicio de 4,8,10 personas y pent-house (Precio por cotización).BUSCA TU PLAN VACACIONAL O VIVIENDA FRENTE A LA PLAYA CON LAS MEJORES COMODIDADES QUE TE OFRECE SANTA MARTA … APROVECHA CON INGEACCI!!",$1.050.000.000,"['Código inmueble\n12633-M4434876', 'Barrio común\nEL RODADERO', 'Precio\n$1.050.000.000', 'Antigüedad\nEntre 5 y 10 años', 'Área construida\n120 m²', 'Área privada\n120 m²', 'Valor administración\n$600.000', 'Parqueaderos\n1', '2\nHabitaciones', '2\nBaños', '4\nEstrato']",EL RODADERO,Entre 5 y 10 años,120 m²,120 m²,"Apto para niños , Parqueadero cubierto , Hall de alcobas , Jacuzzi , Equipado / amoblado , Sauna / turco , Zona de lavandería , Instalación de gas natural , Closets 2 , Piso 00 , Calentador gas , Tipo de cocina en l , Tipo de comedor sala comedor , Deposito 1 , Tipo de estufa gas , Tipo de parqueadero propio , ","Apto para niños , Parqueadero cubierto , Hall de alcobas ,  , Area Terraza/Balcón 10 m² , Ascensor , Piscina , Vista panorámica , Conjunto cerrado , Número de Ascensores 2 , Terraza/Balcón balcón , Vigilancia 24hrs , ","Area Terraza/Balcón 10 m² , Ascensor , Piscina , Gimnasio , Salón comunal , Zona para niños , Zonas verdes , "," , Cerca parques , Cerca supermercados , Cerca transporte público , Sobre vía principal , "
https://www.metrocuadrado.com/inmueble/venta-apartamento-bucaramanga-centro-2-habitaciones-2-banos-1-garajes/15916-M4775083,"Apartamento en Venta, Pan De Azucar",Inmueble,Bucaramanga,"ITAR - DOMUS. VENDEN ESTA HERMOSA PROPIEDAD PARA ESTRENAR. Disfruta de la tranquilidad y comodidad que te ofrece este apartamento en venta en la hermosa ciudad de Bucaramanga, ubicado en el departamento de Santander. Con una amplia área de terreno de 83 M2 y una construcción de 83 M2, este inmueble es ideal para aquellos que buscan un espacio cómodo y bien distribuido. Con un diseño moderno y funcional, este apartamento cuenta con una distribución perfecta para una familia pequeña. En su interior, encontrarás 2 acogedoras alcobas, ideales para un buen descanso, y 2 baños completos, uno de ellos en la habitación principal. Además, cuenta con un garaje propio para tu comodidad. La cocina, de tipo americano, está integrada a la sala de estar y cuenta con armarios empotrados, los cuales te permitirán mantener todo en orden y a mano en todo momento. También podrás disfrutar de una hermosa vista panorámica desde su balcón, perfecto para relajarte al aire libre. Este apart",$531.700.000,"['Código inmueble\n15916-M4775083', 'Barrio común\nPan De Azucar', 'Precio\n$531.700.000', 'Antigüedad\nEntre 0 y 5 años', 'Área construida\n83 m²', 'Área privada\n83 m²', 'Valor administración\n$500.000', 'Parqueaderos\n1', '2\nHabitaciones', '2\nBaños', '6\nEstrato']",Pan De Azucar,Entre 0 y 5 años,83 m²,83 m²,"Baño auxiliar , Cocina tipo americano , Parqueadero cubierto , Vigilancia , Zona de lavandería , Instalación de gas natural , Closets 2 , Piso 9 , Calentador no tiene , Tipo de cocina lineal , Tipo de comedor sala comedor , Deposito 1 , Tipo de estufa gas , Vista exterior , ","Baño auxiliar , Cocina tipo americano , Parqueadero cubierto , Vigilancia , Zona de lavandería , Instalación de gas natural ,  , Area Terraza/Balcón 6 m² , Baños de servicio , Circuito cerrado de TV , Parqueadero visitantes , Piscina , Vista panorámica , Conjunto cerrado , Portería , Terraza/Balcón balcón , ","Area Terraza/Balcón 6 m² , Baños de servicio , Circuito cerrado de TV , Parqueadero visitantes , Gimnasio , Salón comunal , Zona de BBQ , Zona para niños , Zonas verdes , ","Gimnasio ,  , Cerca colegios / universidades , Cerca parques , Cerca transporte público , Zona campestre , Zona comercial , Zona residencial , "
https://www.metrocuadrado.com/inmueble/venta-casa-bucaramanga-fontana-5-habitaciones-5-banos-1-garajes/394-M4839850,"Casa en Venta, Fontana",Inmueble,Bucaramanga,"Excelente Ubicacion, hermosa casa con patio, consta de Sala, comedor, amplia cocina semiintegral con espacio para comedor de confianza , hermoso patio en parte trasera con bbq zona de ropas, alcoba amplia con espacio para vestier y baño, garaje y zona para estudio o segundo parqueo, en primer piso. 4 alcobas en segundo piso; Alcoba 1 con baño, tina y closet, Alcoba 2 con espacio para closet y baño, alcoba 3 con closet y baño, alcoba 4 con closet, Sala en hall de alcobas.",$490.000.000,"['Código inmueble\n394-M4839850', 'Barrio común\nFontana', 'Precio\n$490.000.000', 'Antigüedad\nMás de 20 años', 'Área construida\n160 m²', 'Área privada\n160 m²', 'Parqueaderos\n1', '5\nHabitaciones', '5\nBaños', '4\nEstrato']",Fontana,Más de 20 años,160 m²,160 m²,"Baño auxiliar , Cocina integral , Comedor auxiliar , Estudio o biblioteca , Hall de alcobas , Zona de lavandería , ","Baño auxiliar , Cocina integral , Comedor auxiliar , Estudio o biblioteca ,  , Area lote 160 m² , Baños de servicio , Circuito cerrado de TV , Jardín , ","Area lote 160 m² , Baños de servicio , Circuito cerrado de TV , Jardín , Zonas verdes , ","Area lote 160 m² , Baños de servicio , Circuito cerrado de TV ,  , Zonas verdes , Cerca colegios / universidades , "
https://www.metrocuadrado.com/inmueble/venta-apartamento-bucaramanga-cabecera-del-llano-3-habitaciones-3-banos-1-garajes/314-M4774998,"Apartamento en Venta, Altos De Cabecera",Inmueble,Bucaramanga,"Piso 6. Ubicado en el barrio Altos de Cabecera. Apartamento con vista exterior, cuenta con 96.5 mts2, cocina integral, zona de ropas, baño social, sala comedor, hall de tv o estudio, 3 habitaciones con closet, habitación principal con walking closet y baño privado, baño auxiliar, parqueadero para carro, el edificio cuenta con piscina, baño turco, sauna, gimnasio, salón social, vigilancia las 24 hrs. Cerca al centro comercial quinta etapa, clinica la RIVIERA, universidad UNAB.",$530.000.000,"['Código inmueble\n314-M4774998', 'Barrio común\nAltos De Cabecera', 'Precio\n$530.000.000', 'Antigüedad\nEntre 10 y 20 años', 'Área construida\n96.5 m²', 'Área privada\n96.5 m²', 'Valor administración\n$500.000', 'Parqueaderos\n1', '3\nHabitaciones', '3\nBaños', '6\nEstrato']",Altos De Cabecera,Entre 10 y 20 años,96.5 m²,96.5 m²,"Calefacción , Estudio o biblioteca , Instalación de gas ninguno , Tipo de cocina lineal , Tipo de comedor sala comedor , Tipo acabado de piso otro , Tipo de piso en alcobas otro , Tipo de piso en comedor otro , Tipo de piso en estudio otro , Tipo de piso en sala otro , ","Calefacción , Estudio o biblioteca , Instalación de gas ninguno , Tipo de cocina lineal , Piscina , Conjunto cerrado , Terraza/Balcón balcón , Vigilancia 0 , ",,
https://www.metrocuadrado.com/inmueble/venta-apartamento-santa-marta-rodadero-sur-3-habitaciones-4-banos-2-garajes/2969-M4729030,"Apartamento en Venta, Rodadero",Inmueble,Santa Marta,"Edificio Porto Bellagio Frente Al Mar, situado a 2.9 km de Playa Blanca, cuenta con Wi Fi en toda la propiedad, se ubica en el barrio el Rodadero, en primera linea de playa. Centro histórico, a unos pasos de Monumento al Pibe. Cuenta con dieciocho 18 pisos. p Lobby doble altura, piscina, solarium seco y húmedo, jacuzzy, duchas frías, baño sauna, sala de masajes, salón social, gimnasio, cancha de squash, vigilancia privada, planta eléctrica, turco, bbq, parqueadero visitantes, juegos para niños, shut de basura, jardín. Apartamento de 267.68 M2, distribuidos de la siguiente manera Tres 3 cuartos cada uno con su baño Walking closet. Alcoba principal y baño con vista al mar. Alcoba y baño de servicio. Deposito grande dentro del apto. Sala, comedor, cocina italiana, estudio integrado, y baño social. Ventanas termoacustica. Piso marmol formado grande. Aire mini split carrier en los cuartos y central carrier. Cortinas hunter douglas. 2 parqueaderos bien ubicados .r",$1.980.000.000,"['Código inmueble\n2969-M4729030', 'Barrio común\nRodadero', 'Precio\n$1.980.000.000', 'Antigüedad\nEntre 0 y 5 años', 'Área construida\n267.68 m²', 'Área privada\n240 m²', 'Valor administración\n$1.024.000', 'Parqueaderos\n2', '3\nHabitaciones', '4\nBaños', '6\nEstrato']",Rodadero,Entre 0 y 5 años,267.68 m²,240 m²,"Apto para niños , Citófonos , Cuarto de servicio , Estudio o biblioteca , Instalación de gas natural , Closets 1 , Tipo de cocina lineal , Tipo de comedor sala comedor , Tipo de parqueadero independiente , Tipo acabado de piso otro , Tipo de piso en alcobas otro , Tipo de piso en comedor otro , Tipo de piso en estudio otro , Tipo de piso en sala otro , ","Apto para niños , Citófonos , Cuarto de servicio , Estudio o biblioteca , Instalación de gas natural ,  , Area Terraza/Balcón 1.0 m² , Ascensor , Baños de servicio , Parqueadero visitantes , Piscina , Con terraza , Vista panorámica , Conjunto cerrado , Número de Ascensores 1 , Terraza/Balcón terraza , Vigilancia 24hrs , ","Area Terraza/Balcón 1.0 m² , Ascensor , Baños de servicio , Parqueadero visitantes , Gimnasio , Salón comunal , Zona de BBQ , Zona para niños , ","Gimnasio , Zona residencial , "
https://www.metrocuadrado.com/inmueble/venta-apartamento-bucaramanga-cabecera-del-llano-3-habitaciones-2-banos-2-garajes/MC4870592,"Apartamento en Venta, Cabecera",Inmueble,Bucaramanga,"Amplio y luminoso Atpo, piso 17, solo dos Atpo por piso, tres habitaciones, la principal con su baño privado, estudio con amplio ventanal, salón - comedor con balcón, cocina cerrada, zona de ropas, habitación de servicio y su baño. zona de niños, piscina, sauna, salón social. Dos parqueaderos cubiertos en línea .",$700.000.000,"['Código inmueble\nMC4870592', 'Barrio común\nCabecera', 'Precio\n$700.000.000', 'Antigüedad\nMás de 20 años', 'Área construida\n123.44 m²', 'Área privada\n133.49 m²', 'Valor administración\n$522.000', 'Parqueaderos\n2', '3\nHabitaciones', '2\nBaños', '6\nEstrato']",Cabecera,Más de 20 años,123.44 m²,133.49 m²,"Características del parqueadero cubierto , Citófonos , Cocina integral , Cuarto de servicio , Estudio o biblioteca , Piso en baldosa , Piso en porcelanato , Zona de lavandería , Piso 17 , Tipo de parqueadero propio , ","Características del parqueadero cubierto , Citófonos , Cocina integral , Cuarto de servicio , Ascensor , Baños de servicio , Depósito o cuarto útil , Parqueadero visitantes , Piscina , Conjunto cerrado , Portería , ","Ascensor , Baños de servicio , Depósito o cuarto útil ,  , Salón comunal , Zona para niños , ","Salón comunal ,  , Cerca centros comerciales , Cerca parques , Cerca supermercados , Cerca transporte público , Ubicado en edificio , Zona residencial , "
https://www.metrocuadrado.com/inmueble/venta-apartamento-santa-marta-na-1-habitaciones-2-banos/12273-M3639588,"Apartamento en Venta, Bellohorizonte",Inmueble,Santa Marta,"Venta de apartamentos con permiso para renta turística, ubicados en el sector de Bellohorizonte en la ciudad de Santa Marta. El edificio tendrá vista directa al mar, los habitantes podrán elegir entre el placer de vivir frente al mar, y disfrutar de la tranquilidad que ofrecen las playas de la ciudad o arrendarlo por temporadas a través de plataformas de su elección para generar rentabilidad. Características del edificio 15 pisos más altillo, 188 apartamentos, 4 pisos de parqueaderos y depósitos. P I S O 1 LOBBY Lobby doble altura tipo hotelero Minimarket Coworking Bahia de acceso Parqueaderos Depósito Planta eléctrica cobertura total Jardín vertical Piscina PISO 3 Infinity pool Piscina para adultos con jacuzzis Piscina para niños Parque infantil Pool Bar Solarium ALTILLO Torre Sur Terraza con Jacuzzis, Sky lounge Gimansio dotado Torre Norte Zona de BBQ Piscinas de inmersión Sky bar Sunset pérgola SPA con sauna, turco, Cabina de masajes Características del apar",$412.299.777,"['Código inmueble\n12273-M3639588', 'Barrio común\nBellohorizonte', 'Precio\n$412.299.777', 'Antigüedad\nEntre 0 y 5 años', 'Área construida\n43 m²', 'Área privada\n43 m²', '1\nHabitaciones', '2\nBaños', '6\nEstrato']",Bellohorizonte,Entre 0 y 5 años,43 m²,43 m²,"Baño auxiliar , Citófonos , Cocina integral , Vigilancia , Zona de lavandería , Piso 4 , ","Baño auxiliar , Citófonos , Cocina integral , Vigilancia , Ascensor , Baños de servicio , Parqueadero visitantes , Piscina , Con terraza , Vista panorámica , Portería , Terraza/Balcón balcón , ","Ascensor , Baños de servicio , Parqueadero visitantes , Piscina , Gimnasio , Salón comunal , Zona de BBQ , Zonas verdes , ","Gimnasio , Salón comunal ,  , Cerca parques , Cerca transporte público , Zona residencial , "
https://www.metrocuadrado.com/inmueble/venta-casa-bucaramanga-lagos-del-cacique-5-habitaciones-5-banos-4-garajes/16804-M4831525,"Casa en Venta, Lagos Del Cacique",Inmueble,Bucaramanga,"CASA LOTE DE TERRENO CONSTRUIDO, CON ACABADOS DE LUJO CON UNA ÁREA DE 741.73 M2 PANORÁMICA EN LOS DIFERENTES ESPACIOS DE LA CASA. CON DIFERENTES ESPACIOS ABIERTOS. PRIMER PISO HALL DE ACCESO, SALA, COMEDOR, COCINA INTEGRAL, ALCOBA DE SERVICIO, BAÑO, ZONA DE ROPAS, COCINA AUXILIAR, SEGUNDO PISO, 3 HABITACIONES CON CLOSET BAÑO PRIVADO. ESTUDIO , SALA AUXILIAR CON BALCÓN TERCER NIVEL ALCOBA PRINCIPAL CON VESTIER, BAÑO PRIVADO CON TINA, AIRE ACONDICIONADO CON BALCÓN, VISTA PANORÁMICA Y CUARTO BODEGA CON CLOSET, CUENTA CON PISCINA SAUNA, TURCO, BAR, BAÑO AUXILIAR, CUARTO ÚTIL. ESPACIO PARA 6 CARROS,TANQUE DE RESERVA DE AGUA",$2.400.000.000,"['Código inmueble\n16804-M4831525', 'Barrio común\nLagos Del Cacique', 'Precio\n$2.400.000.000', 'Antigüedad\nEntre 10 y 20 años', 'Área construida\n741.73 m²', 'Área privada\n741.73 m²', 'Parqueaderos\n4', '5\nHabitaciones', '5\nBaños', '6\nEstrato']",Lagos Del Cacique,Entre 10 y 20 años,741.73 m²,741.73 m²,"Baño auxiliar , Cocina integral , Estudio o biblioteca , Jacuzzi , Sauna / turco , ","Baño auxiliar , Cocina integral , Estudio o biblioteca , Jacuzzi ,  , Area lote 741.73 m² , Baños de servicio , Vista panorámica , Terraza/Balcón balcón , ",,
https://www.metrocuadrado.com/inmueble/venta-apartamento-santa-marta-bavaria-2-habitaciones-3-banos-1-garajes/16206-M4501978,"Apartamento en Venta, Bavaria",Inmueble,Santa Marta,"El aptartamento tiene 2 habitaciones amplias cada una con baño interno. Cuarto principal con walking clóset. Sala y comedor amplios más estudio, baño social completo, balcón, cocina integral y zona de labores,. Descripción áreas comunes jacuzzi, turco, sauna. Parque niños, cancha minifutbol, piscina niños, pisicina adultos, salón comunal, terraza para eventos superior, terraza para eventos inferior, gym semisótano, zona BBQ",$560.000.000,"['Código inmueble\n16206-M4501978', 'Barrio común\nBavaria', 'Precio\n$560.000.000', 'Antigüedad\nEntre 5 y 10 años', 'Área construida\n110 m²', 'Área privada\n110 m²', 'Parqueaderos\n1', '2\nHabitaciones', '3\nBaños', '6\nEstrato']",Bavaria,Entre 5 y 10 años,110 m²,110 m²,"Baño auxiliar , Citófonos , Cocina integral , Estudio o biblioteca , Hall de alcobas , Jacuzzi , Sauna / turco , Vigilancia , Piso 8 , ","Baño auxiliar , Citófonos , Cocina integral , Estudio o biblioteca ,  , Ascensor , Baños de servicio , Circuito cerrado de TV , Parqueadero visitantes , Piscina , Con terraza , Portería , Terraza/Balcón balcón , ","Ascensor , Baños de servicio , Circuito cerrado de TV ,  , Salón comunal , Zona de BBQ , Zona para niños , ","Salón comunal ,  , Cerca parques , Cerca transporte público , Zona residencial , "
https://www.metrocuadrado.com/inmueble/venta-apartamento-santa-marta-playa-salguero-2-habitaciones-3-banos-1-garajes/2147-M2791698,"Apartamento en Venta, PLAYA SALGUERO",Inmueble,Santa Marta,"Fabuloso apartamento en santa marta!!! 97 mts, con el 9 piso, cuenta con 3 terrazas, 3 habitaciones, 3 baños, con una cocina tipo americano, cuenta con zonas comunes, piscina con bar, jacuzzi, sauna, restaurante entre muchos mas, cerca al aeropuerto y y al rodadero!!!!",$520.000.000,"['Código inmueble\n2147-M2791698', 'Barrio común\nPLAYA SALGUERO', 'Precio\n$520.000.000', 'Antigüedad\nEntre 0 y 5 años', 'Área construida\n97 m²', 'Área privada\n97 m²', 'Parqueaderos\n1', '2\nHabitaciones', '3\nBaños', '6\nEstrato']",PLAYA SALGUERO,Entre 0 y 5 años,97 m²,97 m²,"Sauna / turco , Zona de lavandería , Piso 9 , ","Sauna / turco , Zona de lavandería ,  , Piscina , Conjunto cerrado , ","Piscina , Conjunto cerrado , Gimnasio , Salón comunal , Zona de BBQ , ",
https://www.metrocuadrado.com/inmueble/venta-apartamento-santa-marta-centro-historico-3-habitaciones-2-banos/16206-M4501953,"Apartamento en Venta, Centro",Inmueble,Santa Marta,"Hermoso apartamento en el centro de la ciudad, cuenta con 3 habitaciónes, 2 baños, terraza, espacios amplios, transporte público cercano",$350.000.000,"['Código inmueble\n16206-M4501953', 'Barrio común\nCentro', 'Precio\n$350.000.000', 'Antigüedad\nMás de 20 años', 'Área construida\n142 m²', 'Área privada\n142 m²', 'Valor administración\n$214.000', '3\nHabitaciones', '2\nBaños', '5\nEstrato']",Centro,Más de 20 años,142 m²,142 m²,"Baño auxiliar , Aire acondicionado , Equipado / amoblado , Vigilancia , Piso 6 , ","Baño auxiliar , Aire acondicionado , Equipado / amoblado ,  , Ascensor , Baños de servicio , Portería , ",,"Ascensor , Baños de servicio , Portería , Cerca transporte público , Zona comercial , "
https://www.metrocuadrado.com/inmueble/venta-apartamento-bucaramanga-san-francisco-2-habitaciones-1-banos-1-garajes/12693-M4776864,"Apartamento en Venta, San Francisco",Inmueble,Bucaramanga,Apartamento en Venta en Edificio Smart 17 Barrio Modelo Comuna San Francisco Bucaramanga,$180.000.000,"['Código inmueble\n12693-M4776864', 'Barrio común\nSan Francisco', 'Precio\n$180.000.000', 'Antigüedad\nEntre 0 y 5 años', 'Área construida\n49 m²', 'Área privada\n49 m²', 'Valor administración\n$207.000', 'Parqueaderos\n1', '2\nHabitaciones', '1\nBaños', '3\nEstrato']",San Francisco,Entre 0 y 5 años,49 m²,49 m²,"Piso 12 , ",,,
https://www.metrocuadrado.com/inmueble/venta-casa-bucaramanga-cabecera-del-llano-4-habitaciones-3-banos/12499-3787,"Casa en Venta, CABECERA DEL LLANO",Inmueble,Bucaramanga,Cod Inmobiliaria 3787. BONITA CASA - EN ZONA COMERCIAL DE CABECERA -TRADICIONAL PARA NEGOCIO PRECIO NEGOCIABLE,$1.000.000.000,"['Código inmueble\n12499-3787', 'Barrio común\nCABECERA DEL LLANO', 'Precio\n$1.000.000.000', 'Antigüedad\nEntre 10 y 20 año', 'Área construida\n201 m²', 'Área privada\n201 m²', '4\nHabitaciones', '3\nBaños', '6\nEstrato']",CABECERA DEL LLANO,Entre 10 y 20 año,201 m²,201 m²,"Tipo de casa tradicional , ",,,
https://www.metrocuadrado.com/inmueble/venta-casa-santa-marta-la-paz-5-habitaciones-5-banos-2-garajes/10278-M4784223,"Casa en Venta, DON JACA",Inmueble,Santa Marta,"Esta sensacional casa está ubicada en el en uno de los sectores privilegiados de la zona de Bello Horizonte, Pozos Colorados, sector Don Jaca cerca al aeropuerto, cerca a grandes cadenas hoteleras, que además permite de disfrutar de las diferentes playas de Santa Marta, de una sensacional piscina y espacios amplios para el disfrute, descanso y compartir con familia y amigos. Como es bien sabido Santa Marta es un atractivo turístico nacional e internacional que cada día atrae a más y más turistas, por lo cual esta casa es una oportunidad de inversión bastante rentable por encontrarse a escasas horas o minutos de sitios tan espectaculares como Minca, el parque Tayrona en general, la Sierra Nevada de Santa Marta y las más de 15 playas que adornan el bello paisaje de esta gran ciudad turística. La casa consta de grandes espacios frescos, en los que se pueden disfrutar juegos de mesa, lectura, tertulia con amigos y familiares, No pierdas la oportunidad de conocer esta rentable propiedad!!!",$1.250.000.000,"['Código inmueble\n10278-M4784223', 'Barrio común\nDON JACA', 'Precio\n$1.250.000.000', 'Antigüedad\nMás de 20 años', 'Área construida\n265 m²', 'Área privada\n1266 m²', 'Valor administración\n$469.000', 'Parqueaderos\n2', '5\nHabitaciones', '5\nBaños', '5\nEstrato']",DON JACA,Más de 20 años,265 m²,1266 m²,"Apto para niños , Aire acondicionado , Citófonos , Comedor auxiliar , Tipo de cortinas pesadas , Cuarto de servicio , Estudio o biblioteca , Parqueadero cubierto , Hall de alcobas , Equipado / amoblado , Puerta seguridad , Zona de lavandería , Instalación de gas natural , Closets 4 , Número de líneas teléfonicas 0 , Tipo de casa condominio , ","Apto para niños , Aire acondicionado , Citófonos , Comedor auxiliar , Tipo de cortinas pesadas ,  , Area lote 1266 m² , Area Terraza/Balcón 5 m² , Acceso para discapacitados , Jardín , Piscina , Vista panorámica , Conjunto cerrado , Esquinero , Número de Ascensores 0 , Terraza/Balcón terraza , Vigilancia 24hrs , ","Area lote 1266 m² , Sendero peatonal , Zona de BBQ , Zona para niños , Zonas verdes , ","Cerca centros comerciales , Cerca supermercados , Cerca transporte público , Sobre vía secundaria , "
https://www.metrocuadrado.com/inmueble/venta-apartamento-bucaramanga-centro-3-habitaciones-2-banos-1-garajes/11295-M4519856,"Apartamento en Venta, ANTONIA SANTOS",Inmueble,Bucaramanga,"Oportunidad de apartamento ubicado en el centro de la ciudad, piso alto, con vista al sur de la ciudad, sin ruido exterior,cuenta con sala comedor amplia, cocina integral con horno, gran zona de ropas, patio cubierto, 3 habitaciones grandes, 2 baños, parqueadero cubierto. El edificio cuenta con ascensor y vigilancia las 24 horas, cercano a entidades bancarias, notarías, alcaldía, gobernación, supermercados y droguerías, con estación de parada de bus frente al edificio, fácil acceso y salida de la ciudad.",$267.000.000,"['Código inmueble\n11295-M4519856', 'Barrio común\nANTONIA SANTOS', 'Precio\n$267.000.000', 'Antigüedad\nEntre 5 y 10 años', 'Área construida\n85 m²', 'Área privada\n85 m²', 'Parqueaderos\n1', '3\nHabitaciones', '2\nBaños', '3\nEstrato']",ANTONIA SANTOS,Entre 5 y 10 años,85 m²,85 m²,"Zona de lavandería , Piso 8 , Vista exterior , ","Zona de lavandería , Piso 8 ,  , Conjunto cerrado , ",,
https://www.metrocuadrado.com/inmueble/venta-apartamento-bucaramanga-mejoras-publicas-3-habitaciones-3-banos-1-garajes/883-M4546884,"Apartamento en Venta, MEJORAS PUBLICAS",Inmueble,Bucaramanga,"MEJORAS PUBLICAS, BIEN UBICADO, APARTAMENTO 3 ALCOBAS , MAS SERVICIO , COCINA INTEGRAL, SALA COMEDOR, 3 BAÑOS PARQUEADERO EXTERIOR. CERCA A CABECERA CENTROS COMERCIALES TRANSPORTE ETC INFORMES MARTHA CADENA TRES DIECISEIS CINCO VEINTICUATRO TREINTA Y OCHO CATORCE.",$340.000.000,"['Código inmueble\n883-M4546884', 'Barrio común\nMEJORAS PUBLICAS', 'Precio\n$340.000.000', 'Antigüedad\nEntre 10 y 20 años', 'Área construida\n110 m²', 'Área privada\n110 m²', 'Parqueaderos\n1', '3\nHabitaciones', '3\nBaños', '4\nEstrato']",MEJORAS PUBLICAS,Entre 10 y 20 años,110 m²,110 m²,"Parqueadero cubierto , Equipado / amoblado , Zona de lavandería , Closets 3 , Piso 7 , Tipo de parqueadero propio , Vista exterior , ","Parqueadero cubierto , Equipado / amoblado , Zona de lavandería , Closets 3 , Ascensor , Número de Ascensores 1 , ",,
https://www.metrocuadrado.com/inmueble/venta-apartamento-santa-marta-cn-parque-club-sorrento-1-habitaciones-1-banos-1-garajes/16206-M4692474,"Apartamento en Venta, Bello Horizonte",Inmueble,Santa Marta,"Este magnífico apartaestudio en venta te ofrece la oportunidad de vivir cerca a la playa o generar ingresos adicionales a través de alquileres, ubicado en un exclusivo conjunto residencial, disfrutarás de comodidades de lujos, como una deslumbrante piscina, un relajante jacuzzi y una piscina semiolimpica para mantener a los inquilinos felices. Además para los amantes del futbol, cuenta con una cancha de futbol 5, parqueadero y ascensor, este lugar garantiza comodidad y atractivo para futuros inquilinos. No pierdas esta oportunidad de hacer crecer tu patrimonio mientras disfrutas de un estilo de vida junto a la playa. Invertir aquí es una decisión acertada. Invierte en tu futuro hoy y contáctanos para conocer más detalles.",$280.000.000,"['Código inmueble\n16206-M4692474', 'Barrio común\nBello Horizonte', 'Precio\n$280.000.000', 'Antigüedad\nEntre 0 y 5 años', 'Área construida\n41 m²', 'Área privada\n41 m²', 'Valor administración\n$230.000', 'Parqueaderos\n1', '1\nHabitaciones', '1\nBaños', '5\nEstrato']",Bello Horizonte,Entre 0 y 5 años,41 m²,41 m²,"Aire acondicionado , Jacuzzi , Equipado / amoblado , Sauna / turco , Vigilancia , Zona de lavandería , Piso 9 , Tipo acabado de piso cerámica , ","Aire acondicionado , Jacuzzi , Equipado / amoblado , Sauna / turco , Vigilancia ,  , Ascensor , Parqueadero visitantes , Piscina , Vista panorámica , Conjunto cerrado , Portería , Terraza/Balcón balcón , ","Ascensor , Parqueadero visitantes , Piscina , Vista panorámica , Cancha(s) de fútbol , Cancha(s) de squash , Gimnasio , ","Cancha(s) de fútbol , Cancha(s) de squash , Gimnasio , Cerca transporte público , "
https://www.metrocuadrado.com/inmueble/venta-apartamento-santa-marta-el-rodadero-2-habitaciones-2-banos-1-garajes/12376-M4169832,"Apartamento en Venta, EL RODADERO",Inmueble,Santa Marta,"Hermoso apartamento en el Rodadero, 64m2, 2 habitaciones, 2 baños, balcon, parqueadero, bodega, con una hermosa vista al rodadero. PRECIO DE VENTA NEGOCIABLE.",$440.000.000,"['Código inmueble\n12376-M4169832', 'Barrio común\nEL RODADERO', 'Precio\n$440.000.000', 'Antigüedad\nEntre 10 y 20 años', 'Área construida\n64 m²', 'Área privada\n64 m²', 'Valor administración\n$412.000', 'Parqueaderos\n1', '2\nHabitaciones', '2\nBaños', '6\nEstrato']",EL RODADERO,Entre 10 y 20 años,64 m²,64 m²,"Aire acondicionado , Equipado / amoblado , Zona de lavandería , Piso 7 , Deposito 1 , ","Aire acondicionado , Equipado / amoblado ,  , Conjunto cerrado , ",,
